category_id,category,description,category_type,category_gif,enabled_p,parent_only_p,aux_int1,aux_int2,aux_string1,aux_string2,sort_order,visible_tcl
10046390,RASLAN Clinic ,,Practice,category,t,f,,,,,0,
10046391,Kritzer,Kritzer,Practice,category,t,f,,,,,0,
10046392,Advance Sinus and Allergy Center,Advance Sinus and Allergy Center,Practice,category,t,f,,,,,0,
10046393,Allen Park FP,Allen Park FP,Practice,category,t,f,,,,,0,
10046394,Coast Neurosurgical Associate,Coast Neurosurgical Associate,Practice,category,t,f,,,,,0,
10046395,Downriver Oncology Center,Downriver Oncology Center,Practice,category,t,f,,,,,0,
10046396,Oakland Family Practice,Oakland Family Practice,Practice,category,t,f,,,,,0,
10046397,Small Talk,Small Talk,Practice,category,t,f,,,,,0,
10000148,Kulik,,Practice,category,t,f,,,,,0,
10000147,Premier,,Practice,category,t,f,,,,,0,
10000146,SALTA,,Practice,category,t,f,,,,,0,
10000145,SG Peds,,Practice,category,t,f,,,,,0,
10000144,Julie Henry,,Practice,category,t,f,,,,,0,
10000143,ROSA,,Practice,category,t,f,,,,,0,
10000142,CLFM,,Practice,category,t,f,,,,,0,
10000141,CHASE,,Practice,category,t,f,,,,,0,
10000140,CPM,,Practice,category,t,f,,,,,0,
10000139,AUGM,,Practice,category,t,f,,,,,0,
88431,Practice,Q Complete Practice Name,Practice,category,f,f,,,,,0,
10000044,Adv Sinus & Allergy,,Practice,category,t,f,,,,,0,
10000043,Basin Ortho,,Practice,category,t,f,,,,,0,
10000042,Malviya,,Practice,category,t,f,,,,,0,
10000041,NEGA,,Practice,category,t,f,,,,,0,
10000040,FMI,,Practice,category,t,f,,,,,0,
10000039,MHP NH,,Practice,category,t,f,,,,,0,
10000038,MHP Westland,,Practice,category,t,f,,,,,0,
10000037,Wellspring,,Practice,category,t,f,,,,,0,
10000036,Wellspring ASC,,Practice,category,t,f,,,,,0,
10000035,Shivkumar Prabhu,,Practice,category,t,f,,,,,0,
10000034,Jerry Orthopaedics,,Practice,category,t,f,,,,,0,
10000033,Mi Physical Med,,Practice,category,t,f,,,,,0,
10000031,FBRA,,Practice,category,t,f,,,,,0,
10000030,Karrenberg,,Practice,category,t,f,,,,,0,
10000029,MVFP02,,Practice,category,t,f,,,,,0,
10000028,NW ENT,,Practice,category,t,f,,,,,0,
10000027,C. Andrew,,Practice,category,t,f,,,,,0,
10000026,Mansur,,Practice,category,t,f,,,,,0,
10000025,Merrimack,,Practice,category,t,f,,,,,0,
10000024,TCE,,Practice,category,t,f,,,,,0,
10000023,Gupta,,Practice,category,t,f,,,,,0,
10000022,Clear Sky Medical,,Practice,category,t,f,,,,,0,
10000021,CIBD,,Practice,category,t,f,,,,,0,
10000020,OSD,,Practice,category,t,f,,,,,0,
10000019,Becky Smith,,Practice,category,t,f,,,,,0,
10046568,Small Talk Speech Therapy (pediatric),Small Talk Speech Therapy (pediatric),Practice Name,category,t,f,,,,,0,
10000166,NORTHWOODS-Northwoods ENT,,Practice Name,category,t,f,,,,,0,
10046567,Downriver Oncology Center (DOC),Downriver Oncology Center (DOC),Practice Name,category,t,f,,,,,0,
10046412,Coast Neuro Surgical (CNA01),,Practice Name,category,t,f,,,,,0,
10000168,TCE-Tri County Endo (TCE),,Practice Name,category,t,f,,,,,0,
10046414,Dr Lester Kritzer (Kritzer01),Dr Lester Kritzer (Kritzer01),Practice Name,category,t,f,,,,,0,
10046415,Allen Park Family  Physicians,Allen Park Family  Physicians,Practice Name,category,t,f,,,,,0,
10046416,Dr M Hazem Raslan,Dr M Hazem Raslan,Practice Name,category,t,f,,,,,0,
10046566,Advanced Sinus & Allergy (ASA),Advanced Sinus & Allergy (ASA),Practice Name,category,t,f,,,,,0,
10000152,CLIFFORD-Clifford Andrew,,Practice Name,category,t,f,,,,,0,
10000153,KARREN-Dr. Karrenberg,,Practice Name,category,t,f,,,,,0,
10000154,MALVIA-Dr. Malviya,,Practice Name,category,t,f,,,,,0,
10000155,MANSUR-Dr. Mansur,,Practice Name,category,t,f,,,,,0,
10000156,FMI-Florida Musculoskelet Inst. (FMI),,Practice Name,category,t,f,,,,,0,
10000157,FBRA-Fort Bend (FBRA),,Practice Name,category,t,f,,,,,0,
10000167,OSD-Ortho Specialists of Dallas Umar Burney (OSD),,Practice Name,category,t,f,,,,,0,
10000169,WELLSPRING-Wellspring Pain Solutions,,Practice Name,category,t,f,,,,,0,
10000170,Other-Specify details in Call Notes,,Practice Name,category,t,f,,,,,0,
10000179,zzEPIC-SG Peds,,Practice Name,category,t,f,,,,,0,
10000178,zzEPIC-Royal Oak Surgical (ROSA),,Practice Name,category,t,f,,,,,0,
10000177,zzEPIC-Roseville Pulm,,Practice Name,category,t,f,,,,,0,
10000176,zzEPIC-Julie Henry MD,,Practice Name,category,t,f,,,,,0,
10000175,zzEPIC-Dr. Kenneth Kulik,,Practice Name,category,t,f,,,,,0,
10000174,zzEPIC-Clarkston Family Medicine (CLFM),,Practice Name,category,t,f,,,,,0,
10000173,zzEPIC-Chase Medical,,Practice Name,category,t,f,,,,,0,
10000172,zzEPIC-Center of Prev Medicine (CPM),,Practice Name,category,t,f,,,,,0,
10000165,NEGA-Northeast Georgia ENT (NEGA),,Practice Name,category,t,f,,,,,0,
10000171,zzEPIC-Advanced Urogynecology (AUG),,Practice Name,category,t,f,,,,,0,
10000164,MVFP-Mountain View Family Practice (MVFP),,Practice Name,category,t,f,,,,,0,
10000163,MI-MI Physical Medicine,,Practice Name,category,t,f,,,,,0,
10000162,MHP-Millenium Medical Group (MHP),,Practice Name,category,t,f,,,,,0,
10000161,MERRIMACK-Merrimack,,Practice Name,category,t,f,,,,,0,
10000150,BECKY-Becky Smith,,Practice Name,category,t,f,,,,,0,
10000151,CSM-Clear Sky Medical (CSM),,Practice Name,category,t,f,,,,,0,
10000160,JERRY-Jerry Ortho,,Practice Name,category,t,f,,,,,0,
10000159,HALIFAX-Halifax Ortho,,Practice Name,category,t,f,,,,,0,
10000158,GUPTA-Gupta Family Practice,,Practice Name,category,t,f,,,,,0,
10000089,Follow up Productive,,ProductivityType,category,t,f,,,,,0,
10000088,Non Follow up productive,,ProductivityType,category,t,f,,,,,0,
10046320,Project Theme,Theme for 2019 strategy,Project Theme,category,f,f,,,,,0,
10046325,Platform and Process,,Project Theme,category,t,f,,,,,0,
10046321,Value Based Care,,Project Theme,category,t,f,,,,,0,
10046322,Team Based Care,,Project Theme,category,t,f,,,,,0,
10046323,Data and Analytics,,Project Theme,category,t,f,,,,,0,
10046324,Automation,,Project Theme,category,t,f,,,,,0,
10046314,Product Features,,Project Type,category,t,f,,,,,0,
10046327,Action Follow-up Project,,Project Type,category,t,f,,,,,0,
10046315,Compliance Project,,Project Type,category,t,f,,,,,0,
10046326,Upgrade Project,,Project Type,category,t,f,,,,,0,
10046316,Migration Project,,Project Type,category,t,f,,,,,0,
10046317,Training,,Project Type,category,t,f,,,,,0,
10046318,Implementation,,Project Type,category,t,f,,,,,0,
10046319,Interface Project,,Project Type,category,t,f,,,,,0,
10046313,Project Type,Classification of the Project category,Project Type,category,f,f,,,,,0,
10046337,QInsight,,Project Vertical,category,t,f,,,,,0,
10046336,Qonductor,,Project Vertical,category,t,f,,,,,0,
10046338,BANQ,,Project Vertical,category,t,f,,,,,0,
10046339,QDMS,,Project Vertical,category,t,f,,,,,0,
10046340,QBots,,Project Vertical,category,t,f,,,,,0,
10046341,QCollege,,Project Vertical,category,t,f,,,,,0,
10046342,QConnectors,,Project Vertical,category,t,f,,,,,0,
10046343,Support,,Project Vertical,category,t,f,,,,,0,
10046329,Qore,,Project Vertical,category,t,f,,,,,0,
10046330,PMQ,,Project Vertical,category,t,f,,,,,0,
10046331,QMobile,,Project Vertical,category,t,f,,,,,0,
10046332,QSuite Web,,Project Vertical,category,t,f,,,,,0,
10046333,QSuite,,Project Vertical,category,t,f,,,,,0,
10046334,QVisit,,Project Vertical,category,t,f,,,,,0,
10046328,Project Vertical,,Project Vertical,category,f,f,,,,,0,
10046344,myQOne,,Project Vertical,category,t,f,,,,,0,
10046345,QOne,,Project Vertical,category,t,f,,,,,0,
10046346,Compliances,,Project Vertical,category,t,f,,,,,0,
10046348,Training,,Project Vertical,category,t,f,,,,,0,
10046350,Followup or Feedback,,Project Vertical,category,t,f,,,,,0,
10046349,HR Activity Or Action,,Project Vertical,category,t,f,,,,,0,
10046335,QPathways,,Project Vertical,category,t,f,,,,,0,
10046403,RCM Ops,,Project Vertical,category,t,f,,,,,0,
10046404,Finance and Accounts,,Project Vertical,category,t,f,,,,,0,
10046405,Interfaces,,Project Vertical,category,t,f,,,,,0,
10046406,QRx EPCS,,Project Vertical,category,t,f,,,,,0,
10046407,Implementation,,Project Vertical,category,t,f,,,,,0,
10046382,Medical Coding - QA,Medical Coding - QA,RCM Activity Type,category,t,f,,,,,0,
10046380,Charge Entry,Charge Entry,RCM Activity Type,category,t,f,,,,,0,
10046383,Claim Submission - Batching,Claim Submission - Batching,RCM Activity Type,category,t,f,,,,,0,
10046378,RCM Activity Type,RCM Activity Type,RCM Activity Type,category,t,f,,,,,0,
10046379,Medical Coding,Medical Coding,RCM Activity Type,category,t,f,,,,,0,
10046381,Payment Posting,Payment Posting,RCM Activity Type,category,t,f,,,,,0,
10000234,Score Why,Why backlog is added?,Score_Why,category,f,f,,,,,0,
10046310,Sales,,Score_Why,category,t,f,,,,,0,
10046308,Customer,,Score_Why,category,t,f,,,,,0,
10046307,Technology,,Score_Why,category,t,f,,,,,0,
10046400,PER,,Score_Why,category,t,f,,,,,0,
10046401,Issue,,Score_Why,category,t,f,,,,,0,
10046402,Others,,Score_Why,category,t,f,,,,,0,
10046309,Organization,,Score_Why,category,t,f,,,,,0,
10046306,Compliance,,Score_Why,category,t,f,,,,,0,
10000137,Special Skills 2,Hibernate or Core Java or Postgresql,Special Skills,category,t,f,,,,,0,
10000136,Special Skills 1,Special Skills for Recruitment,Special Skills,category,t,f,,,,,0,
10000194,Mountain View Family Practice,,Statment Practice List,category,t,f,,,,,0,
10000187,Fort Bend Rheumatology,,Statment Practice List,category,t,f,,,,,0,
10000188,Gupta Family Practice,,Statment Practice List,category,t,f,,,,,0,
10000189,Halifax Orthopaedic Clinic,,Statment Practice List,category,t,f,,,,,0,
10000186,Florida Musculoskelet Inst. (FMI),,Statment Practice List,category,t,f,,,,,0,
10000185,Izzuddin A Mansur,,Statment Practice List,category,t,f,,,,,0,
10000190,Jerry Orthopaedic Institute,,Statment Practice List,category,t,f,,,,,0,
10000191,Merrimack Village Family Practice,,Statment Practice List,category,t,f,,,,,0,
10000215,PracticeList,,Statment Practice List,category,f,f,,,,,0,
10000184,Dr. Karrenberg,,Statment Practice List,category,t,f,,,,,0,
10046418,Advance Sinus and Allergy Center (ASAC01),,Statment Practice List,category,t,f,,,,,0,
10046417,Lester Kritzer (Kritzer01),,Statment Practice List,category,t,f,,,,,0,
10000183,Clifford Andrew,,Statment Practice List,category,t,f,,,,,0,
10000182,Basin Orthopedic Surg Spec,,Statment Practice List,category,t,f,,,,,0,
10000181,Becky Smith,,Statment Practice List,category,t,f,,,,,0,
10046385,Coast Neurosurgical,,Statment Practice List,category,t,f,,,,,0,
10000197,Tri County Endocrinology,,Statment Practice List,category,t,f,,,,,0,
10000198,Northwoods ENT,,Statment Practice List,category,t,f,,,,,0,
10000199,Wellspring Pain Solutions,,Statment Practice List,category,t,f,,,,,0,
10000200,Center Of Inherited Blood Disorder,,Statment Practice List,category,t,f,,,,,0,
10000201,Millennium Medical Group - WLC,,Statment Practice List,category,t,f,,,,,0,
10000202,Millennium Medical Group - NH,,Statment Practice List,category,t,f,,,,,0,
10000192,Vinay Malviya,,Statment Practice List,category,t,f,,,,,0,
10000193,MI Physical Medicine,,Statment Practice List,category,t,f,,,,,0,
10000195,Northeast Georgia ENT (NEGA),,Statment Practice List,category,t,f,,,,,0,
10000196,Orthopaedic Specialists of Dallas,,Statment Practice List,category,t,f,,,,,0,
10000203,Statment Series,,Statment Series,category,f,f,,,,,0,
10000206,M - R,,Statment Series,category,t,f,,,,,0,
10000207,S - Z,,Statment Series,category,t,f,,,,,0,
10000208,Custom - Specified in notes,,Statment Series,category,t,f,,,,,0,
10000204,A - F,,Statment Series,category,t,f,,,,,0,
10000205,G - L,,Statment Series,category,t,f,,,,,0,
10000213,Week-4,,Statment Week,category,t,f,,,,,0,
10000212,Week-3,,Statment Week,category,t,f,,,,,0,
10000214,Week-5,,Statment Week,category,t,f,,,,,0,
10000209,Statement Week,,Statment Week,category,f,f,,,,,0,
10000210,Week-1,,Statment Week,category,t,f,,,,,0,
10000211,Week-2,,Statment Week,category,t,f,,,,,0,
88346,"One Team, One Solution, One Price tagline","One Team, One Solution, One Price tagline",Sub Goal,category,t,f,,,,,0,
88345,Leverage content through all media channels,"Leverage content through all media channels. (Website, email, Webinars, Facebook, YouTube, Twitter, Instagram, etc.)",Sub Goal,category,t,f,,,,,0,
88407,Put more emphasis on cloud optimization and mobile,Put more emphasis on cloud optimization and mobile. #  # ,Sub Goal,category,t,f,,,,,0,
88406,Awareness by delivering content-rich webinars,Increase awareness by delivering content-rich webinars. ,Sub Goal,category,t,f,,,,,0,
88410,Integrated team in India to optimize the cloud,Create an integrated team based in India to optimize the cloud. ,Sub Goal,category,t,f,,,,,0,
88315,RCM quality initiative,RCM quality initiative,Sub Goal,category,t,f,,,,,0,
88313,Miscellaneous,Miscellaneous,Sub Goal,category,t,f,,,,,0,
88314,Protect & broaden the base,Protect and broaden the base using Q Services,Sub Goal,category,t,f,,,,,0,
88310,Better integration btn US and India,Create better integration between US and India,Sub Goal,category,t,f,,,,,0,
88319,Create a next-generation platform ,Create a next-generation team-based care platform focused on outcomes.,Sub Goal,category,t,f,,,,,0,
88320,Implement a care management platform,Implement a care management platform to support the One Team Care initiative.,Sub Goal,category,t,f,,,,,0,
88321,Leverage â€œBig Dataâ€ù,Leverage â€œBig Dataâ€ù to identify populations and protocols to improve care and value.,Sub Goal,category,t,f,,,,,0,
88322,Use modern technology stack,Use modern technology stack to build the One Team Care Approach.,Sub Goal,category,t,f,,,,,0,
88343,Awareness by content-rich webinars,Increase awareness by delivering content-rich webinars,Sub Goal,category,t,f,,,,,0,
88312,Measure & Report outcomes,Measure and report the outcomes monthly,Sub Goal,category,t,f,,,,,0,
88311,Build integrated RCM Team,Begin building an integrated RCM team,Sub Goal,category,t,f,,,,,0,
88344,Launch Q College knowledge centre,Launch our Q College knowledge centre to educate and support all TRIARQ stakeholders in leveraging our services,Sub Goal,category,t,f,,,,,0,
10046352,testthis,testthis,testthis,category,t,f,,,,,0,
10046353,testthis2,testthis,testthis2,category,t,f,,,,,0,
10046354,testthisagain,testthisagain,testthisagain,category,t,f,,,,,0,
10000091,Follow up productive,,Work Type,category,t,f,,,,,0,
10000090,Non Follow up productive,,Work Type,category,t,f,,,,,0,
10046377,RCM Activity Type,,,category,t,f,,,,,0,
