project_id;project_name;project_nr;project_path;parent_id;tree_sortkey;max_child_sortkey;company_id;project_type_id;project_status_id;description;billing_type_id;note;project_lead_id;supervisor_id;requires_report_p;project_budget;project_risk;corporate_sponsor;team_size;percent_completed;on_track_status_id;project_budget_hours;cost_quotes_cache;cost_invoices_cache;cost_timesheet_planned_cache;cost_purchase_orders_cache;cost_bills_cache;cost_timesheet_logged_cache;end_date;start_date;template_p;sort_order;reported_hours_cache;cost_expense_planned_cache;cost_expense_logged_cache;confirm_date;cost_delivery_notes_cache;cost_cache_dirty;milestone_p;release_item_p;presales_probability;presales_value;reported_days_cache;program_id;project_cost_center_id;project_calendar;company_project_nr;company_contact_id;presales_value_currency;opportunity_priority_id;opportunity_sales_stage_id;opportunity_campaign_id;score_revenue;score_strategic;score_finance_npv;score_customers;score_finance_cost;cost_bills_planned;cost_expenses_planned;score_risk;score_capabilities;score_finance_roi;project_bucket;project_maingoal;project_subgoal;project_businessgoal;project_initiative;project_plannedenddate;project_perofplannedcompletion;project_plannedstartdate;projet_plannedenddate;proj_businessgoal;prj_businessgoal;project_members;project_board_id;project_userwise_board;project_bring_nextday;project_bring_sameboard;project_newboard_everytime;project_board2_id;project_userwise_board2;project_bring_sameboard2;project_newboard2_everytime;project_newboard2_always;project_report_weekly;backlog_practice;score_gain;score_loss;score_delivery;score_operations;score_why;project_theme;project_class;project_vertical;java_services;net_services;collection_link;training_link;collection_name;training_name;training_doc;testing_richtext;template_category;d_type;d_option;d_filter;d_id;t_type;t_option;t_filter;t_id;risktype;riskimpact;riskprobability
145892;Scheduling;task_2118;task_2118;145880;10000000000000100011001010001110000000000000000100000010000000000000011000000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;957;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142797;Check Out;task_2119;task_2119;142782;10000000000000100010011001110101000000000000000100000010000000000000011000000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;958;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145895;Check Out;task_2119;task_2119;145880;10000000000000100011001010001110000000000000000100000010000000000000011000000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;958;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142800;Billing Process;task_2120;task_2120;142587;100000000000001000100110011101010000000000000001000000100000000000000111;00000111;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;959;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145898;Billing Process;task_2120;task_2120;145685;100000000000001000110010100011100000000000000001000000100000000000000111;00000111;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;959;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142803;Charges;task_2121;task_2121;142800;10000000000000100010011001110101000000000000000100000010000000000000011100000000;00000010;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;960;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145901;Charges;task_2121;task_2121;145898;10000000000000100011001010001110000000000000000100000010000000000000011100000000;00000010;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;960;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142806;Test Batch should be sent to GatewayEDI prior to glo-live;task_2122;task_2122;142803;1000000000000010001001100111010100000000000000010000001000000000000001110000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;961;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145904;Test Batch should be sent to GatewayEDI prior to glo-live;task_2122;task_2122;145901;1000000000000010001100101000111000000000000000010000001000000000000001110000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;961;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142809;Manual Entry;task_2123;task_2123;142803;1000000000000010001001100111010100000000000000010000001000000000000001110000000000000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;962;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145907;Manual Entry;task_2123;task_2123;145901;1000000000000010001100101000111000000000000000010000001000000000000001110000000000000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;962;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142812;EMR Treatment;task_2124;task_2124;142803;1000000000000010001001100111010100000000000000010000001000000000000001110000000000000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;963;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145910;EMR Treatment;task_2124;task_2124;145901;1000000000000010001100101000111000000000000000010000001000000000000001110000000000000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;963;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142815;Co-pays;task_2125;task_2125;142800;10000000000000100010011001110101000000000000000100000010000000000000011100000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;964;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145913;Co-pays;task_2125;task_2125;145898;10000000000000100011001010001110000000000000000100000010000000000000011100000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;964;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142818;Trays;task_2126;task_2126;142800;10000000000000100010011001110101000000000000000100000010000000000000011100000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;965;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145916;Trays;task_2126;task_2126;145898;10000000000000100011001010001110000000000000000100000010000000000000011100000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;965;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142821;Transmitting Claims;task_2127;task_2127;142800;10000000000000100010011001110101000000000000000100000010000000000000011100000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;966;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145919;Transmitting Claims;task_2127;task_2127;145898;10000000000000100011001010001110000000000000000100000010000000000000011100000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;966;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142824;Batching;task_2128;task_2128;142800;10000000000000100010011001110101000000000000000100000010000000000000011100000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;967;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145922;Batching;task_2128;task_2128;145898;10000000000000100011001010001110000000000000000100000010000000000000011100000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;967;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142827;Claim Manager;task_2129;task_2129;142800;10000000000000100010011001110101000000000000000100000010000000000000011100000101;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;968;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145925;Claim Manager;task_2129;task_2129;145898;10000000000000100011001010001110000000000000000100000010000000000000011100000101;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;968;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142830;Patient Account Screen;task_2130;task_2130;142800;10000000000000100010011001110101000000000000000100000010000000000000011100000110;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;969;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145928;Patient Account Screen;task_2130;task_2130;145898;10000000000000100011001010001110000000000000000100000010000000000000011100000110;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;969;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142833;Gateway EDI receiving of claims;task_2131;task_2131;142800;10000000000000100010011001110101000000000000000100000010000000000000011100000111;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;970;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145931;Gateway EDI receiving of claims;task_2131;task_2131;145898;10000000000000100011001010001110000000000000000100000010000000000000011100000111;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;970;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142836;Template Creation;task_2132;task_2132;142587;100000000000001000100110011101010000000000000001000000100000000000001000;00000001;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;971;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145934;Template Creation;task_2132;task_2132;145685;100000000000001000110010100011100000000000000001000000100000000000001000;00000001;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;971;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142839;Receipt;task_2133;task_2133;142836;10000000000000100010011001110101000000000000000100000010000000000000100000000000;00000000;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;972;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145937;Receipt;task_2133;task_2133;145934;10000000000000100011001010001110000000000000000100000010000000000000100000000000;00000000;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;972;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142842;Setting up category if needed, importing/adding template, template allocation process;task_2134;task_2134;142839;1000000000000010001001100111010100000000000000010000001000000000000010000000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;973;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145940;Setting up category if needed, importing/adding template, template allocation process;task_2134;task_2134;145937;1000000000000010001100101000111000000000000000010000001000000000000010000000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;973;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142845;Intake Documents;task_2135;task_2135;142836;10000000000000100010011001110101000000000000000100000010000000000000100000000001;00000000;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;974;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145943;Intake Documents;task_2135;task_2135;145934;10000000000000100011001010001110000000000000000100000010000000000000100000000001;00000000;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;974;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142848;Showing  how to create a new category then creating/importing all documents into those categories/template allocation;task_2136;task_2136;142845;1000000000000010001001100111010100000000000000010000001000000000000010000000000100000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;975;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145946;Showing  how to create a new category then creating/importing all documents into those categories/template allocation;task_2136;task_2136;145943;1000000000000010001100101000111000000000000000010000001000000000000010000000000100000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;975;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142851;Templates;task_2137;task_2137;142587;100000000000001000100110011101010000000000000001000000100000000000001001;00000110;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;976;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145949;Templates;task_2137;task_2137;145685;100000000000001000110010100011100000000000000001000000100000000000001001;00000110;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;976;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142854;Consent Forms;task_2138;task_2138;142851;10000000000000100010011001110101000000000000000100000010000000000000100100000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;977;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145952;Consent Forms;task_2138;task_2138;145949;10000000000000100011001010001110000000000000000100000010000000000000100100000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;977;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142857;New Patient Packets;task_2139;task_2139;142851;10000000000000100010011001110101000000000000000100000010000000000000100100000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;978;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145955;New Patient Packets;task_2139;task_2139;145949;10000000000000100011001010001110000000000000000100000010000000000000100100000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;978;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142860;HIPAA Forms;task_2140;task_2140;142851;10000000000000100010011001110101000000000000000100000010000000000000100100000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;979;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145958;HIPAA Forms;task_2140;task_2140;145949;10000000000000100011001010001110000000000000000100000010000000000000100100000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;979;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142863;Financial Forms;task_2141;task_2141;142851;10000000000000100010011001110101000000000000000100000010000000000000100100000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;980;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145961;Financial Forms;task_2141;task_2141;145949;10000000000000100011001010001110000000000000000100000010000000000000100100000011;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;980;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142866;Return to Work/School;task_2142;task_2142;142851;10000000000000100010011001110101000000000000000100000010000000000000100100000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;981;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145964;Return to Work/School;task_2142;task_2142;145949;10000000000000100011001010001110000000000000000100000010000000000000100100000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;981;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142869;Encounter/Superbills  - Provide sample (fax or email) for billing set-up;task_2143;task_2143;142851;10000000000000100010011001110101000000000000000100000010000000000000100100000101;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;982;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145967;Encounter/Superbills  - Provide sample (fax or email) for billing set-up;task_2143;task_2143;145949;10000000000000100011001010001110000000000000000100000010000000000000100100000101;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;982;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142872;Others;task_2144;task_2144;142851;10000000000000100010011001110101000000000000000100000010000000000000100100000110;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;983;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145970;Others;task_2144;task_2144;145949;10000000000000100011001010001110000000000000000100000010000000000000100100000110;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;983;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142875;Patient Registration;task_2145;task_2145;142587;100000000000001000100110011101010000000000000001000000100000000000001010;00000101;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;984;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145973;Patient Registration;task_2145;task_2145;145685;100000000000001000110010100011100000000000000001000000100000000000001010;00000101;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;984;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142878;Determine how/who to preregister;task_2146;task_2146;142875;10000000000000100010011001110101000000000000000100000010000000000000101000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;985;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145976;Determine how/who to preregister;task_2146;task_2146;145973;10000000000000100011001010001110000000000000000100000010000000000000101000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;985;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142881;Scan of cards;task_2147;task_2147;142875;10000000000000100010011001110101000000000000000100000010000000000000101000000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;986;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
145979;Scan of cards;task_2147;task_2147;145973;10000000000000100011001010001110000000000000000100000010000000000000101000000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;986;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
142884;Complete Registration;task_2148;task_2148;142875;10000000000000100010011001110101000000000000000100000010000000000000101000000010;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;987;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
